ID,study,layer2,SOC,rrSOC,varSOC,depth2,SOC2,pH4,pH3
866,91,10-30,10.91858933,0.076961041,0.004364336,22.5,moderate,acid,7.422
867,91,10-30,10.91858933,0.026317308,0.004364336,22.5,moderate,acid,7.422
868,91,10-30,10.91858933,0.032789823,0.004364336,22.5,moderate,acid,7.422
869,91,10-30,10.91858933,-0.006688988,0.004364336,22.5,moderate,acid,7.422
870,91,10-30,10.91858933,-0.040821995,0.004364336,22.5,moderate,neutral,7.422
871,91,0-10,12.0137819,0.076961041,0.004364336,7.5,moderate,neutral,7.682
872,91,0-10,12.0137819,0.026317308,0.004364336,7.5,moderate,neutral,7.682
873,91,0-10,12.0137819,0.032789823,0.004364336,7.5,moderate,neutral,7.682
874,91,0-10,12.0137819,-0.006688988,0.004364336,7.5,moderate,acid,7.682
875,91,10-30,12.0137819,0.052643733,0.004364336,22.5,moderate,acid,7.682
876,91,10-30,10.91858933,0.01342302,0.004364336,22.5,moderate,acid,7.422
877,91,10-30,10.91858933,0.033225648,0.004364336,22.5,moderate,acid,7.422
878,91,10-30,10.91858933,-0.020478531,0.004364336,22.5,moderate,neutral,7.422
879,92,0-10,20.1,0.09115217,0.003273252,5,high,neutral,6.776
880,92,10-30,18.704,0.055059777,0.003273252,15,high,neutral,6.97
881,93,10-30,13.8,0.003508776,0.003273252,12.5,moderate,neutral,6
882,93,10-30,13.8,0.018797546,0.003273252,12.5,moderate,neutral,6
883,28,0-10,13.3,0.101833547,0.000595668,2.5,moderate,neutral,5.4
884,28,0-10,13.3,0.135434468,0.000557078,2.5,moderate,alkaline,5.4
885,28,0-10,13.3,0.161704094,0.000526297,2.5,moderate,alkaline,5.4
886,28,0-10,13.3,0.067064231,0.000558628,2.5,moderate,alkaline,5.4
887,28,0-10,13.3,0.130702947,0.00062167,7.5,moderate,alkaline,5.4
888,28,0-10,13.3,0.171545277,0.000556104,7.5,moderate,neutral,5.4
889,28,0-10,13.3,0.229841809,0.000509295,7.5,moderate,neutral,5.4
890,28,0-10,13.3,0.111195141,0.000560654,7.5,moderate,neutral,5.4
891,28,10-30,13.3,0.030583423,0.0005992,15,moderate,neutral,5.4
892,28,10-30,13.3,0.034191365,0.00054881,15,moderate,neutral,5.4
893,28,10-30,13.3,0.107656016,0.000511,15,moderate,neutral,5.4
894,28,10-30,13.3,0.025752496,0.000541917,15,moderate,neutral,5.4
895,33,0-10,25.1,0.020619287,0.004364336,7.5,high,neutral,5.48
896,33,0-10,25.1,0.091515109,0.004364336,7.5,high,neutral,5.48
897,33,0-10,25.1,0.091515109,0.004364336,7.5,high,neutral,5.48
898,33,0-10,25.1,0.162997284,0.004364336,7.5,high,neutral,5.48
899,33,0-10,25.1,0.233614851,0.004364336,7.5,high,neutral,5.48
900,33,0-10,25.1,0.158923959,0.004364336,7.5,high,neutral,5.48
901,35,0-10,14.2,,,10,moderate,neutral,7.4
902,35,0-10,14.2,,,10,moderate,neutral,7.4
903,35,0-10,14.2,,,10,moderate,neutral,7.4
904,35,0-10,14.2,,,10,moderate,neutral,7.4
905,35,0-10,14.2,,,10,moderate,neutral,7.4
906,35,0-10,14.2,,,10,moderate,acid,7.4
907,35,0-10,14.2,,,10,moderate,acid,7.4
908,35,0-10,14.2,,,10,moderate,acid,7.4
909,35,0-10,14.2,,,10,moderate,acid,7.4
910,35,0-10,14.2,,,10,moderate,acid,7.4
911,35,0-10,14.2,,,10,moderate,acid,7.4
912,35,0-10,14.2,,,10,moderate,acid,7.4
913,94,10-30,18.21345708,,,15,high,neutral,7.79
914,94,10-30,18.21345708,,,15,high,neutral,7.79
915,94,10-30,18.21345708,,,15,high,neutral,7.79
916,94,10-30,18.21345708,,,15,high,neutral,7.79
917,94,10-30,18.21345708,,,15,high,neutral,7.79
918,94,10-30,18.21345708,,,15,high,neutral,7.79
919,95,0-10,5.923803512,,,10,low,neutral,7.438
920,95,0-10,5.923803512,,,10,low,neutral,7.438
921,95,0-10,5.923803512,,,10,low,neutral,7.438
922,96,0-10,15.786,0.118503341,0.003273252,7.5,moderate,acid,6.364
923,97,0-10,31.3,0.057690414,0.004364336,5,high,neutral,5.85
924,97,0-10,31.3,0.084453831,0.004364336,5,high,neutral,5.85
925,97,0-10,31.3,0.028330507,0.004364336,5,high,neutral,5.85
926,97,10-30,36.32051044,0.068467799,0.004364336,20,high,neutral,6.06
927,97,10-30,36.32051044,0,0.004364336,20,high,neutral,6.06
928,97,10-30,36.32051044,0.023347364,0.004364336,20,high,neutral,6.06
929,98,0-10,53.1,0.160976645,0.004364336,5,high,neutral,5.8
930,98,0-10,53.1,0.163887855,0.004364336,5,high,neutral,5.8
931,98,0-10,53.1,0.163887855,0.004364336,5,high,neutral,5.8
932,98,0-10,53.1,0.166790615,0.004364336,5,high,neutral,5.8
933,98,10-30,43.62,0.025438574,0.004364336,20,high,neutral,6.172
934,98,10-30,43.62,0.020717873,0.004364336,20,high,neutral,6.172
935,98,10-30,43.62,0.004819286,0.004364336,20,high,neutral,6.172
936,98,10-30,43.62,0,0.004364336,20,high,neutral,6.172
937,99,0-10,12.90126682,-0.026819974,0.001932264,7.5,moderate,acid,6.69
938,99,0-10,12.90126682,-0.018208069,0.001751836,7.5,moderate,acid,6.69
939,99,10-30,13.71860789,0.147003288,0.013212746,22.5,moderate,acid,7.02
940,99,10-30,13.71860789,0.052367986,0.005582193,22.5,moderate,acid,7.02
941,88,0-10,13.1,,,10,moderate,acid,7.31
942,100,0-10,30.02055684,0.103184236,0.003273252,1.25,high,neutral,6.27
943,100,0-10,30.02055684,0.141650517,0.003273252,1.25,high,neutral,6.27
944,100,0-10,30.20816705,0.070617567,0.003273252,5,high,neutral,6.32
945,100,0-10,30.20816705,0.093090423,0.003273252,5,high,neutral,6.32
946,100,10-30,31.82055684,0.074107972,0.003273252,11.25,high,neutral,6.27
947,100,10-30,31.82055684,0.074107972,0.003273252,11.25,high,neutral,6.27
948,100,10-30,32.54106728,0.055569851,0.003273252,22.5,high,neutral,6.346
949,100,10-30,32.54106728,0.082238098,0.003273252,22.5,high,neutral,6.346
950,100,0-10,32.52821346,,,10,high,neutral,6.34
951,100,0-10,32.52821346,,,10,high,neutral,6.34
952,100,0-10,32.52821346,,,10,high,neutral,6.34
953,100,0-10,32.52821346,,,10,high,neutral,6.34
954,100,0-10,32.52821346,,,10,high,neutral,6.34
955,100,0-10,32.52821346,,,10,high,acid,6.34
956,101,0-10,13.39907193,0.151684587,0.006979505,10,moderate,acid,4.35
957,101,10-30,11.774942,0.128254335,0.003170112,30,moderate,acid,4.39
958,101,30-60,13.1761949,0.105360516,0.000789417,50,moderate,acid,4.616
959,101,60-100,12.65136891,0.366750596,0.000854864,70,moderate,acid,4.94
960,101,60-100,12.48658933,0.351976423,0.000121646,90,moderate,acid,4.82
961,102,0-10,7.7,,,10,low,neutral,7.5
962,102,0-10,7.7,,,10,low,neutral,7.5
963,102,0-10,7.7,,,10,low,neutral,7.5
964,102,0-10,7.7,,,10,low,neutral,7.5
965,102,0-10,7.7,,,10,low,neutral,7.5
966,102,0-10,7.7,,,10,low,neutral,7.5
967,102,0-10,7.7,,,10,low,neutral,7.5
968,102,0-10,7.7,,,10,low,neutral,7.5
969,102,0-10,7.7,,,10,low,neutral,7.5
970,102,0-10,7.7,0.03621921,0.003273252,10,low,neutral,7.5
971,102,0-10,7.7,0.075035186,0.003273252,10,low,neutral,7.5
972,102,0-10,7.7,0.026148632,0.003273252,10,low,neutral,7.5
973,103,0-10,17.09976798,0.199450954,0.004364336,7.5,moderate,acid,5.59
974,103,0-10,17.09976798,0.110898051,0.004364336,7.5,moderate,acid,5.59
975,103,0-10,17.09976798,-0.006064866,0.004364336,7.5,moderate,acid,5.59
976,103,0-10,17.09976798,-0.058389789,0.004364336,7.5,moderate,acid,5.59
977,103,0-10,17.09976798,0.202825061,0.004364336,7.5,moderate,acid,5.59
978,103,0-10,17.09976798,0.011896405,0.004364336,7.5,moderate,acid,5.59
979,103,0-10,17.09976798,0.042346413,0.004364336,7.5,moderate,acid,5.59
980,103,0-10,17.09976798,-0.006062038,0.004364336,7.5,moderate,acid,5.59
981,103,0-10,17.09976798,0.199450954,0.004364336,7.5,moderate,acid,5.59
982,103,0-10,17.09976798,-0.034578561,0.004364336,7.5,moderate,acid,5.59
983,103,0-10,17.09976798,-0.012166739,0.004364336,7.5,moderate,acid,5.59
984,103,0-10,17.09976798,-0.052492966,0.004364336,7.5,moderate,acid,5.59
985,104,0-10,8.111484918,0.089167944,0.000509334,10,low,neutral,8.194
986,105,0-10,10.4,-0.045256592,0.000798469,10,moderate,acid,4.81
987,105,0-10,10.4,0.025572877,0.001173289,10,moderate,acid,4.81
988,106,0-10,8.64269142,0.1223702,0.001075374,10,low,neutral,6.24
989,106,0-10,8.64269142,-0.053784433,0.001498428,10,low,neutral,6.24
990,106,0-10,8.64269142,0.101707615,0.000516735,10,low,neutral,6.24
991,85,0-10,8.32,,,10,low,neutral,8.11
992,85,0-10,8.32,,,10,low,neutral,8.11
993,85,0-10,8.32,,,10,low,neutral,8.11
994,85,0-10,8.32,,,10,low,neutral,8.11
995,85,0-10,8.32,,,10,low,neutral,8.11
996,85,0-10,8.32,,,10,low,neutral,8.11
997,85,0-10,8.32,,,10,low,neutral,8.11
998,85,0-10,8.32,,,10,low,neutral,8.11
999,85,0-10,8.32,,,10,low,neutral,8.11
1000,85,0-10,8.32,,,10,low,neutral,8.11
1001,85,0-10,8.32,,,10,low,neutral,8.11
1002,85,0-10,8.32,,,10,low,neutral,8.11
1003,107,0-10,13.09,0.077149627,0.004364336,7.5,moderate,acid,6.6
1004,107,0-10,13.09,0.046635743,0.004364336,7.5,moderate,acid,6.6
1005,107,0-10,13.09,0.065294124,0.004364336,7.5,moderate,acid,6.6
1006,108,0-10,18.9,,,10,high,acid,6.5
1007,108,0-10,18.9,,,10,high,acid,6.5
1008,108,0-10,18.9,,,10,high,acid,6.5
1009,108,0-10,18.9,,,10,high,acid,6.5
1010,108,0-10,18.9,,,10,high,acid,6.5
1011,108,0-10,18.9,,,10,high,acid,6.5
1012,108,0-10,18.9,,,10,high,acid,6.5
1013,108,0-10,18.9,,,10,high,alkaline,6.5
1014,108,0-10,18.9,,,10,high,alkaline,6.5
1015,108,0-10,18.9,,,10,high,alkaline,6.5
1016,108,0-10,18.9,,,10,high,alkaline,6.5
1017,108,0-10,18.9,,,10,high,alkaline,6.5
1018,108,0-10,18.9,,,10,high,alkaline,6.5
1019,108,0-10,18.9,0.084438319,0.00024914,10,high,neutral,6.5
1020,108,0-10,18.9,,,10,high,acid,6.5
1021,108,0-10,18.9,,,10,high,acid,6.5
1022,108,0-10,18.9,,,10,high,acid,6.5
1023,108,0-10,18.9,,,10,high,acid,6.5
1024,108,0-10,18.9,,,10,high,acid,6.5
1025,108,0-10,18.9,,,10,high,acid,6.5
1026,108,0-10,18.9,,,10,high,acid,6.5
1027,108,0-10,18.9,,,10,high,acid,6.5
1028,108,0-10,18.9,,,10,high,alkaline,6.5
1029,108,0-10,18.9,,,10,high,alkaline,6.5
1030,108,0-10,18.9,,,10,high,alkaline,6.5
1031,108,0-10,18.9,,,10,high,alkaline,6.5
1032,108,0-10,18.9,,,10,high,neutral,6.5
1033,109,0-10,9.43735499,,,10,moderate,acid,8.12
1034,109,0-10,9.43735499,,,10,moderate,acid,8.12
1035,109,0-10,9.43735499,,,10,moderate,acid,8.12
1036,109,0-10,9.43735499,,,10,moderate,acid,8.12
1037,109,0-10,9.43735499,,,10,moderate,acid,8.12
1038,109,0-10,9.43735499,,,10,moderate,acid,8.12
1039,109,0-10,9.43735499,,,10,moderate,acid,8.12
1040,109,0-10,9.43735499,,,10,moderate,acid,8.12
1041,110,0-10,40,0.032789823,0.003273252,5,high,neutral,6.58
1042,110,0-10,40,0.064538521,0.003273252,5,high,neutral,6.58
1043,110,10-30,40,-0.033901552,0.003273252,17.5,high,neutral,6.892
1044,110,10-30,40,0.032789823,0.003273252,17.5,high,alkaline,6.892
1045,111,0-10,6,0,0.001953125,5,low,neutral,4.8
1046,111,10-30,4.5,0.100083459,0.003273252,25,low,neutral,5.2
1047,112,0-10,23.7,0.050124387,0.000515663,5,high,alkaline,5.6
1048,112,10-30,10.76666667,-0.021180822,0.003273252,25,moderate,neutral,5.9
1049,104,0-10,7.55,0.175204089,0.000186094,10,low,neutral,8.3
1050,104,0-10,7.55,0.161312752,0.001011927,10,low,neutral,8.3
1051,113,0-10,29.11832947,,,10,high,alkaline,6.2
1052,113,0-10,29.11832947,,,10,high,alkaline,6.2
1053,114,0-10,24.95451044,-0.09531018,0.004364336,2.5,high,alkaline,6.584
1054,114,0-10,24.95451044,0,0.004364336,2.5,high,alkaline,6.584
1055,114,0-10,24.95451044,0.087011377,0.004364336,2.5,high,alkaline,6.584
1056,114,0-10,24.95451044,0.0588405,0.004364336,2.5,high,alkaline,6.584
1057,114,0-10,24.95451044,0.0588405,0.004364336,2.5,high,alkaline,6.584
1058,114,0-10,24.95451044,-0.164303051,0.004364336,2.5,high,alkaline,6.584
1059,114,0-10,24.95451044,0.087011377,0.004364336,2.5,high,alkaline,6.584
1060,115,0-10,8.422,0.011594333,0.002496475,10,low,neutral,6.24
1061,115,0-10,8.422,-0.020619287,0.002737755,10,low,neutral,6.24
1062,116,0-10,22.04176334,0.052875752,8.76E-05,7.5,high,alkaline,6.12
1063,116,0-10,22.04176334,0.058581902,8.70E-05,7.5,high,alkaline,6.12
1064,116,0-10,22.04176334,0.123298216,3.82E-05,7.5,high,alkaline,6.12
1065,116,0-10,22.04176334,0.104455129,0.000126856,7.5,high,alkaline,6.12
1066,117,0-10,22.04176334,0.056725981,0.004099884,7.5,high,alkaline,7.06
1067,117,0-10,22.04176334,0.253042291,0.003277477,7.5,high,alkaline,7.06
1068,117,0-10,22.04176334,0.233209451,0.003548027,7.5,high,alkaline,7.06
1069,117,0-10,22.04176334,0.253042291,0.002976274,7.5,high,alkaline,7.06
1070,116,0-10,22.04176334,,,7.5,high,alkaline,6.12
1071,116,0-10,22.04176334,,,7.5,high,alkaline,6.12
1072,116,0-10,22.04176334,,,7.5,high,neutral,6.12
1073,116,0-10,22.04176334,,,7.5,high,acid,6.12
1074,117,0-10,22.04176334,,,7.5,high,acid,7.06
1075,117,0-10,22.04176334,,,7.5,high,acid,7.06
1076,117,0-10,22.04176334,,,7.5,high,acid,7.06
1077,117,0-10,22.04176334,,,7.5,high,acid,7.06
1078,116,0-10,22.04176334,,,7.5,high,acid,6.12
1079,116,0-10,22.04176334,,,7.5,high,acid,6.12
1080,116,0-10,22.04176334,,,7.5,high,acid,6.12
1081,116,0-10,22.04176334,,,7.5,high,acid,6.12
1082,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1083,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1084,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1085,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1086,116,0-10,22.04176334,,,7.5,high,neutral,6.12
1087,116,0-10,22.04176334,,,7.5,high,neutral,6.12
1088,116,0-10,22.04176334,,,7.5,high,acid,6.12
1089,116,0-10,22.04176334,,,7.5,high,acid,6.12
1090,117,0-10,22.04176334,,,7.5,high,acid,7.06
1091,117,0-10,22.04176334,,,7.5,high,acid,7.06
1092,117,0-10,22.04176334,,,7.5,high,acid,7.06
1093,117,0-10,22.04176334,,,7.5,high,acid,7.06
1094,116,0-10,22.04176334,,,7.5,high,acid,6.12
1095,116,0-10,22.04176334,,,7.5,high,acid,6.12
1096,116,0-10,22.04176334,,,7.5,high,acid,6.12
1097,116,0-10,22.04176334,,,7.5,high,acid,6.12
1098,117,0-10,22.04176334,,,7.5,high,acid,7.06
1099,117,0-10,22.04176334,,,7.5,high,acid,7.06
1100,117,0-10,22.04176334,,,7.5,high,acid,7.06
1101,117,0-10,22.04176334,,,7.5,high,acid,7.06
1102,116,0-10,22.04176334,,,7.5,high,acid,6.12
1103,116,0-10,22.04176334,,,7.5,high,neutral,6.12
1104,116,0-10,22.04176334,,,7.5,high,neutral,6.12
1105,116,0-10,22.04176334,,,7.5,high,neutral,6.12
1106,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1107,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1108,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1109,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1110,116,0-10,22.04176334,,,7.5,high,neutral,6.12
1111,116,0-10,22.04176334,,,7.5,high,neutral,6.12
1112,116,0-10,22.04176334,,,7.5,high,neutral,6.12
1113,116,0-10,22.04176334,,,7.5,high,neutral,6.12
1114,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1115,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1116,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1117,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1118,116,0-10,22.04176334,,,7.5,high,neutral,6.12
1119,116,0-10,22.04176334,,,7.5,high,neutral,6.12
1120,116,0-10,22.04176334,,,7.5,high,neutral,6.12
1121,116,0-10,22.04176334,,,7.5,high,neutral,6.12
1122,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1123,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1124,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1125,117,0-10,22.04176334,,,7.5,high,neutral,7.06
1126,109,0-10,9.43735499,,,10,moderate,neutral,8.1
1127,109,0-10,9.43735499,,,10,moderate,neutral,8.1
1128,109,0-10,9.43735499,,,10,moderate,neutral,8.1
1129,109,0-10,9.43735499,,,10,moderate,neutral,8.1
1130,118,0-10,7.944,0.030459207,0.017911949,10,low,neutral,7.296
1131,118,0-10,7.944,-0.014878064,0.012527466,10,low,neutral,7.296
1132,118,10-30,6.746143852,-0.03889948,0.017232528,30,low,neutral,7.474
1133,118,10-30,6.746143852,0.016529302,0.014511249,30,low,neutral,7.474
1134,118,30-60,7.44,-0.078744368,0.003211584,50,low,neutral,7.476
1135,118,30-60,7.44,-0.091072885,0.006765694,50,low,neutral,7.476
1136,119,0-10,7.795591648,,,10,low,neutral,7.272
1137,119,0-10,7.795591648,,,10,low,neutral,7.272
1138,119,0-10,7.795591648,,,10,low,neutral,7.272
1139,119,0-10,7.795591648,,,10,low,neutral,7.272
1140,119,0-10,7.795591648,,,10,low,neutral,7.272
1141,119,0-10,7.795591648,,,10,low,neutral,7.272
1142,120,0-10,11.6,0.134894862,0.004364336,10,moderate,neutral,6.15
1143,121,0-10,9.80921887,,,7.5,moderate,neutral,6.25
1144,121,0-10,9.80921887,,,7.5,moderate,neutral,6.25
1145,121,0-10,9.80921887,,,7.5,moderate,neutral,6.25
1146,121,0-10,9.80921887,,,7.5,moderate,neutral,6.25
1147,121,0-10,9.80921887,,,7.5,moderate,alkaline,6.25
1148,121,0-10,9.80921887,,,7.5,moderate,alkaline,6.25
1149,122,0-10,8.24412065,,,7.5,low,neutral,6.35
1150,122,0-10,8.24412065,,,7.5,low,neutral,6.35
1151,122,0-10,8.24412065,,,7.5,low,neutral,6.35
1152,122,0-10,8.24412065,,,7.5,low,acid,6.35
1153,122,0-10,8.11,0.628608659,0.024755658,2.5,low,acid,6.35
1154,122,0-10,8.11,0.706940503,0.020084039,2.5,low,acid,6.35
1155,122,0-10,8.11,0.650587566,0.023728797,2.5,low,acid,6.35
1156,122,0-10,8.11,0.583146285,0.024471888,2.5,low,acid,6.35
1157,122,0-10,7.427154892,0.009569451,0.055626233,10,low,acid,6.35
1158,122,0-10,7.427154892,0.091807549,0.041166399,10,low,acid,6.35
1159,122,0-10,7.427154892,0.056089467,0.047568382,10,low,acid,6.35
1160,122,0-10,7.427154892,-0.049271049,0.042972422,10,low,acid,6.35
1161,123,0-10,22.85382831,,,10,high,neutral,6.4
1162,123,0-10,22.85382831,,,10,high,acid,6.4
1163,123,0-10,22.85382831,,,10,high,acid,6.4
1164,123,0-10,22.85382831,,,10,high,acid,6.4
1165,123,0-10,22.85382831,,,10,high,alkaline,6.4
1166,123,0-10,22.85382831,,,10,high,alkaline,6.4
1167,123,0-10,22.85382831,,,10,high,alkaline,6.4
1168,123,0-10,22.85382831,,,10,high,alkaline,6.4
1169,123,0-10,22.85382831,,,10,high,alkaline,6.4
1170,123,0-10,22.85382831,,,10,high,alkaline,6.4
1171,123,0-10,22.85382831,,,10,high,neutral,6.4
1172,123,0-10,22.85382831,,,10,high,neutral,6.4
1173,123,0-10,22.85382831,,,10,high,neutral,6.4
1174,123,0-10,22.85382831,,,10,high,neutral,6.4
1175,123,0-10,22.85382831,,,10,high,neutral,6.4
1176,123,0-10,22.85382831,,,10,high,neutral,6.4
1177,123,0-10,22.85382831,,,10,high,neutral,6.4
1178,123,0-10,22.85382831,,,10,high,neutral,6.4
1179,124,10-30,30.22102088,0.09763847,0.004364336,15,high,alkaline,6.2
1180,124,10-30,30.22102088,0.05001042,0.004364336,15,high,alkaline,6.2
1181,124,10-30,30.22102088,0.012270093,0.004364336,15,high,alkaline,6.2
1182,124,10-30,30.22102088,-0.00619197,0.004364336,15,high,alkaline,6.2
1183,124,10-30,30.22102088,-0.011428696,0.004364336,15,high,alkaline,6.2
1184,124,10-30,30.22102088,-0.011428696,0.004364336,15,high,alkaline,6.2
1185,125,0-10,9.46,0.159912327,0.001152995,7.5,moderate,alkaline,7.17
1186,125,10-30,8.56,0.083333609,0.001185825,22.5,low,acid,7.14
1187,125,30-60,7.27,-0.075566042,0.001878328,45,low,acid,7.18
1188,125,60-100,6.24,-0.102478328,0.00105722,80,low,acid,7.22
1189,125,>100,3.87,-0.129693296,0.002414399,150,low,acid,7.49
1190,125,0-10,9.46,0.103467736,0.001992705,7.5,moderate,alkaline,7.17
1191,125,10-30,8.56,0,0.000838453,22.5,low,acid,7.14
1192,125,30-60,7.27,-0.029023822,0.000429518,45,low,acid,7.18
1193,125,60-100,6.24,0.088284176,0.000499892,80,low,acid,7.22
1194,125,>100,3.87,0.132070757,0.000781701,150,low,acid,7.49
1195,126,0-10,8.4,-0.049325067,0.004103225,10,low,acid,8
1196,126,0-10,8.4,-0.131242189,0.002596043,10,low,acid,8
1197,126,0-10,8.4,-0.077817022,0.002678465,10,low,acid,8
1198,126,0-10,8.4,-0.010752792,0.003840879,10,low,acid,8
1199,126,0-10,8.4,-0.107144637,0.003109581,10,low,acid,8
1200,126,0-10,8.4,-0.060624622,0.004976698,10,low,acid,8
1201,126,0-10,8.4,-0.107144637,0.002335417,10,low,acid,8
1202,126,10-30,8.4,0.134590154,0.007195035,30,low,acid,8
1203,126,10-30,8.4,-0.052185753,0.007447573,30,low,acid,8
1204,126,10-30,8.4,-0.025752496,0.008341901,30,low,acid,8
1205,126,10-30,8.4,0.170957798,0.011812879,30,low,acid,8
1206,126,10-30,8.4,0.041499731,0.006286062,30,low,neutral,8
1207,126,10-30,8.4,0.025105921,0.006724091,30,low,neutral,8
1208,126,10-30,8.4,0.025105921,0.005483055,30,low,neutral,8
1209,126,30-60,8.4,0.144232706,0.034289078,50,low,neutral,8
1210,126,30-60,8.4,-0.151323423,0.010179513,50,low,neutral,8
1211,126,30-60,8.4,-0.027556279,0.008719248,50,low,neutral,8
1212,126,30-60,8.4,-0.004540303,0.010423992,50,low,neutral,8
1213,126,30-60,8.4,-0.033394007,0.010221816,50,low,neutral,8
1214,126,30-60,8.4,-0.027556279,0.013706502,50,low,neutral,8
1215,126,30-60,8.4,0.049706532,0.010823372,50,low,neutral,8
1216,126,60-100,8.4,-0.256940931,0.025016838,70,low,neutral,8
1217,126,60-100,8.4,-0.400943623,0.025665412,70,low,neutral,8
1218,126,60-100,8.4,-0.204931747,0.026172312,70,low,acid,8
1219,126,60-100,8.4,-0.18171751,0.037610252,70,low,acid,8
1220,126,60-100,8.4,-0.055915185,0.041226269,70,low,acid,8
1221,126,60-100,8.4,-0.168519958,0.033519581,70,low,acid,8
1222,126,60-100,8.4,-0.369853036,0.023616496,70,low,acid,8
1223,126,0-10,8.4,,,10,low,acid,8
1224,126,0-10,8.4,,,10,low,acid,8
1225,126,0-10,8.4,,,10,low,acid,8
1226,126,0-10,8.4,,,10,low,acid,8
1227,126,0-10,8.4,,,10,low,acid,8
1228,126,0-10,8.4,,,10,low,acid,8
1229,126,0-10,8.4,,,10,low,acid,8
1230,126,0-10,8.4,,,10,low,acid,8
1231,126,0-10,8.4,,,10,low,acid,8
1232,126,0-10,8.4,,,10,low,acid,8
1233,126,0-10,8.4,,,10,low,acid,8
1234,126,0-10,8.4,,,10,low,acid,8
1235,126,0-10,8.4,,,10,low,acid,8
1236,126,0-10,8.4,,,10,low,acid,8
1237,126,0-10,8.4,,,10,low,acid,8
1238,126,0-10,8.4,,,10,low,neutral,8
1239,126,0-10,8.4,,,10,low,neutral,8
1240,126,0-10,8.4,,,10,low,neutral,8
1241,126,0-10,8.4,,,10,low,neutral,8
1242,126,0-10,8.4,,,10,low,acid,8
1243,126,0-10,8.4,,,10,low,acid,8
1244,126,0-10,8.4,,,10,low,acid,8
1245,126,0-10,8.4,,,10,low,acid,8
1246,126,0-10,8.4,,,10,low,neutral,8
1247,126,0-10,8.4,,,10,low,neutral,8
1248,126,0-10,8.4,,,10,low,neutral,8
1249,126,0-10,8.4,,,10,low,neutral,8
1250,126,0-10,8.4,,,10,low,neutral,8
1251,126,0-10,8.4,,,10,low,neutral,8
1252,126,0-10,8.4,,,10,low,neutral,8
1253,126,0-10,8.4,,,10,low,neutral,8
1254,126,0-10,8.4,,,10,low,neutral,8
1255,126,0-10,8.4,,,10,low,neutral,8
1256,126,0-10,8.4,,,10,low,neutral,8
1257,126,0-10,8.4,,,10,low,neutral,8
1258,126,0-10,8.4,,,10,low,neutral,8
1259,126,0-10,8.4,,,10,low,neutral,8
1260,126,0-10,8.4,,,10,low,neutral,8
1261,126,0-10,8.4,,,10,low,acid,8
1262,126,0-10,8.4,,,10,low,acid,8
1263,126,0-10,8.4,,,10,low,acid,8
1264,126,0-10,8.4,,,10,low,acid,8
1265,126,0-10,8.4,,,10,low,neutral,8
1266,126,0-10,8.4,,,10,low,neutral,8
1267,126,0-10,8.4,,,10,low,neutral,8
1268,126,0-10,8.4,,,10,low,neutral,8
1269,126,0-10,8.4,,,10,low,neutral,8
1270,126,0-10,8.4,,,10,low,neutral,8
1271,126,0-10,8.4,,,10,low,neutral,8
1272,127,0-10,21,,,10,high,alkaline,7
1273,127,0-10,21,,,10,high,alkaline,7
1274,127,0-10,21,,,10,high,neutral,7
1275,127,0-10,21,,,10,high,neutral,7
1276,127,0-10,21,,,10,high,neutral,7
1277,127,0-10,21,,,10,high,neutral,7
1278,127,0-10,21,,,10,high,neutral,7
1279,127,0-10,21,,,10,high,neutral,7
1280,127,0-10,21,,,10,high,neutral,7
1281,127,0-10,21,,,10,high,neutral,7
1282,127,0-10,21,,,10,high,acid,7
1283,127,0-10,21,,,10,high,neutral,7
1284,127,0-10,21,,,10,high,neutral,7
1285,127,0-10,21,,,10,high,acid,7
1286,127,0-10,21,,,10,high,neutral,7
1287,127,0-10,21,,,10,high,neutral,7
1288,127,0-10,21,,,10,high,acid,7
1289,127,0-10,21,,,10,high,acid,7
1290,128,0-10,8.839907194,0.143811702,0.001454779,7.5,low,neutral,7.5
1291,128,0-10,8.839907194,0.083728215,0.001454779,7.5,low,neutral,7.5
1292,128,0-10,8.839907194,-0.023223927,0.001454779,7.5,low,neutral,7.5
1293,128,0-10,8.839907194,-0.194716082,0.001454779,7.5,low,neutral,7.5
1294,128,0-10,8.839907194,0.111488947,0.001454779,7.5,low,neutral,7.5
1295,128,0-10,8.839907194,0.010664872,0.001454779,7.5,low,neutral,7.5
1296,128,0-10,8.839907194,-0.060776609,0.001454779,7.5,low,neutral,7.5
